Sample,PRK00290,latitude_deg,longitude_deg,EMPO1,EMPO2,EMPO3
1622.UPMain.131.132,0.6735268529861773,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
925.SD1y,1.197912239593102,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
678.seasonal.insitu.sample.572,0.8889238156078214,50.338,-4.148,Free-living,Saline,Sediment (saline)
1642.MS00606,1.3796904727256265,35.117,138.937,Host-associated,Plant,Plant rhizosphere
550.L4S87.s.4.sequence,0.9485442901522136,40.015,-105.271,Host-associated,Animal,Animal surface
722.AQC4cm.3.s.3.1.sequence,1.0103080884032336,46.038,-89.614,Free-living,Non-saline,Water (non-saline)
1240.0505BCDNA,1.009682572639972,50.15,-4.13,Free-living,Saline,Water (saline)
1235.sp1405,0.9958948144679342,78.933,11.883,Free-living,Saline,Water (saline)
889.25May.2,1.0598040643397335,38.419,14.962,Free-living,Saline,Water (saline)
1222.B5.5.10.06,1.0047790650896968,60.27,5.22,Free-living,Saline,Water (saline)
550.L6S195.s.6.sequence,0.6947989470523331,40.015,-105.271,Host-associated,Animal,Animal secretion
1064.G.CV285,1.0210853604368617,18.22,-65.99,Host-associated,Animal,Animal corpus
2229.W1.T33.PS2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.1503607851155628,-41.8693,148.303,Host-associated,Plant,Plant surface
925.IG3x,1.6482968706729435,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
1774.132.Inte.Puer,1.010279890000322,18.47,-66.11,Host-associated,Animal,Animal distal gut
755.INA.31.05.11.lane1.NoIndex.L001,0.989493055014731,55.905,-3.204,Free-living,Non-saline,Water (non-saline)
1747.ocher.skin,1.0149634593629353,30.47,-81.67,Host-associated,Animal,Animal surface
940.CR.54.Ventral,1.002581940872436,39.1,-108.36,Host-associated,Animal,Animal surface
1235.sp1018,1.0708590923625234,78.933,11.883,Free-living,Saline,Water (saline)
2192.H06b.Hand.3367.lane6.NoIndex.L006,0.9612201663034368,41.88,-87.63,Host-associated,Animal,Animal surface
1694.St3A6.Pmoss.Jstar.16s.NoIndex.sequences,0.4849440010730334,37.252803,-3.029153,Host-associated,Animal,Animal surface
1288.FBH22Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,1.0003363195154154,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
2192.H02a.Bathroom.Door.Knob.798.lane2.NoIndex.L002,0.9975748950539048,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
894.OR360.lane3.NoIndex.L003,0.9460654112650264,-37.708936,145.785023,Host-associated,Animal,Animal distal gut
1883.2008.34.Crump.Artic.LTREB.main.lane2.NoIndex,0.999427225400094,68.59133,-149.611542,Free-living,Non-saline,Surface (non-saline)
1521.MZ.31a.s.8.1.sequences,0.7988608330943627,50.01,8.23,Free-living,Non-saline,Aerosol (non-saline)
1038.DIRT14,1.1045969501571289,44.23,-122.22,Free-living,Non-saline,Soil (non-saline)
1580.A23.1.sed.D1,1.0639556377079482,37.475383,-121.9729,Free-living,Saline,Sediment (saline)
925.SC1z,1.4160064746315273,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
1197.SD.20100916.GY01.FFC1.BC.001,1.033625672301928,28.05944,-90.24821632,Free-living,Saline,Sediment (saline)
1883.2009.15.Crump.Artic.LTREB.main.lane3.NoIndex,1.813690965845628,68.601493,-149.579071,Free-living,Non-saline,Sediment (non-saline)
1773.Salt.max2.lgi,0.9885771543086171,9.961667,68.671944,Host-associated,Animal,Animal distal gut
1288.NSBH13July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,1.1030932889444782,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
2192.H05b.Kitchen.Counter.2761.lane6.NoIndex.L006,0.9132476446907966,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
2229.S1.N32.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0110200065595278,-31.7131,152.8025,Host-associated,Plant,Plant surface
678.seasonal.insitu.sample.558,1.042425018850331,50.338,-4.148,Free-living,Saline,Sediment (saline)
1288.WSBE17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,0.9936040512799847,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
1747.992318.fecal,0.9722697257882812,30.47,-81.67,Host-associated,Animal,Animal distal gut
755.EFB.26.07.11.lane1.NoIndex.L001,1.3033349539749983,55.905,-3.204,Free-living,Non-saline,Water (non-saline)
1748.5.15.12.FI.9.V,1.0004126405643965,39.06,-108.55,Host-associated,Animal,Animal surface
2229.T.L.B.3.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.1763035525119547,-33.9656,151.2561,Host-associated,Plant,Plant surface
1774.284.Skin.Puer,0.991857701935324,18.47,-66.11,Host-associated,Animal,Animal surface
990.KA3U.C.09,1.2902163653064576,41.840715,-88.230357,Free-living,Non-saline,Soil (non-saline)
2192.H01a.Front.Door.Knob.269.lane2.NoIndex.L002,1.0039455702884252,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
638.RMK.ENR.23.1,1.073550023564863,-77.435,162.189,Free-living,Non-saline,Water (non-saline)
2229.S1.N2.5.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.1057140284608096,-35.7853,150.2338,Host-associated,Plant,Plant surface
1621.B8817,1.005496713181371,42.444,-76.502,Host-associated,Animal,Animal distal gut
1748.6.15.12.I.13.V,0.9607487149259974,40.01,-105.271,Host-associated,Animal,Animal surface
1642.MS00532,1.0747732050464536,35.117,138.937,Host-associated,Plant,Plant rhizosphere
2229.W2.T33.ES2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,1.0054683910309,-41.8693,148.303,Host-associated,Plant,Plant surface
1521.EB024.s.6.1.sequences,1.0462872408459716,-77.53,161.7,Free-living,Non-saline,Soil (non-saline)
933.W.3.2.S.E.5,1.0082682590721177,-30.310467,114.5842,Host-associated,Plant,Plant surface
1622.UPMain.133.134,0.7014612242666182,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1694.St5G11.Pmoss.Jstar.16s.NoIndex.sequences,1.125074026027428,37.209461,-3.022625,Host-associated,Animal,Animal surface
807.BG.F.11.b,1.292272005692773,45.183433,-106.740083,Free-living,Non-saline,Sediment (non-saline)
1222.B6.5.19.06,1.0319473521167226,60.27,5.22,Free-living,Saline,Water (saline)
2338.0622.1.M,0.9999707448475788,9.75,-83.75,Host-associated,Animal,Animal distal gut
1736.O17b.0610,1.0291882691426075,-23.82,31.44,Host-associated,Animal,Animal distal gut
1642.MS00231,1.461094621272799,35.117,138.937,Free-living,Non-saline,Soil (non-saline)
940.RD.11.Ventral,1.0406031408267695,39.03,-108.56,Host-associated,Animal,Animal surface
1622.UPMain.125.126B,1.409037360326126,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1197.SE.20101018.GY.D002S.BC.382.a,1.1589502377568008,28.557089,-87.760689,Free-living,Saline,Sediment (saline)
638.RMK.ENR.24.2,1.0016612885165468,-77.435,162.189,Free-living,Non-saline,Water (non-saline)
1747.DZF.6132012.A.fecal,0.7191226029902307,39.74,-104.98,Host-associated,Animal,Animal distal gut
755.LSSF.GAMMA.D20.14.07.11.lane1.NoIndex.L001,0.9948200540899522,55.873,-4.284,Free-living,Non-saline,Soil (non-saline)
1883.2011.533.Crump.Artic.LTREB.main.lane4.NoIndex,1.19889242078768,69.6598,-141.3395167,Free-living,Saline,Sediment (saline)
1883.2011.537.Crump.Artic.LTREB.main.lane3.NoIndex,0.988352275963974,69.69558333,-141.3053167,Free-living,Saline,Sediment (saline)
678.OA.mesocosm.417,1.180496605482365,50.338,-4.148,Free-living,Saline,Sediment (saline)
1711.KAM5.2,1.2139459883423005,0.15,35.52,Free-living,Non-saline,Soil (non-saline)
1064.H.CV304,0.9894973773450856,18.22,-65.99,Host-associated,Animal,Animal corpus
894.OS748.lane3.NoIndex.L003,1.057891116101233,-37.708936,145.785023,Host-associated,Animal,Animal distal gut
1622.UPSub.60.61,0.6374512316137331,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1622.PP.31.32A,0.9047917875039384,42.30844,-71.3412,Free-living,Non-saline,Sediment (non-saline)
550.L6S52.s.6.sequence,0.57064484646477,40.015,-105.271,Host-associated,Animal,Animal secretion
1064.W.CJV225,1.0025455981315476,18.22,-65.99,Host-associated,Animal,Animal corpus
1064.H.CJV205,0.98402159924477,18.22,-65.99,Host-associated,Animal,Animal corpus
2192.H04a.Dog.Nose.1818.lane6.NoIndex.L006,0.795493377552009,41.88,-87.63,Host-associated,Animal,Animal secretion
925.IA2x,1.5789209220526346,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
1883.2007.359.Crump.Artic.LTREB.main.lane2.NoIndex,1.1025533224850494,68.625966,-149.599022,Free-living,Non-saline,Sediment (non-saline)
933.T.2.2.S.E.5,1.0520834758060766,-41.86463,148.278567,Host-associated,Plant,Plant surface
1235.sp1608,0.985912657723493,78.933,11.883,Free-living,Saline,Water (saline)
1711.KAM2.1,1.2709326289567848,0.15,35.52,Free-living,Non-saline,Soil (non-saline)
2192.H07b.Front.Door.Knob.3989.lane2.NoIndex.L002,1.0362452538241893,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
662.M18,1.0006440532417349,48.38,-124.73,Host-associated,Animal,Animal corpus
910.CuracaoTurf4B,1.2414601113571384,12.10975,-68.95636,Host-associated,Animal,Animal corpus
2229.S1.N2.4.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.007424949589492,-35.8052,150.2273,Host-associated,Plant,Plant surface
1713.McG.L1B210,1.1104350251300352,4.1865,114.017,Free-living,Non-saline,Soil (non-saline)
2192.H01a.Kitchen.Light.Switch.123.lane1.NoIndex.L001,0.9972755035327714,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1197.SE.20100926.GY.NF.011.BC.057.a,1.106563457843199,28.765306,-88.366883,Free-living,Saline,Sediment (saline)
933.BbB,0.9924112552598016,-33.991889,151.231,Host-associated,Plant,Plant surface
1627.DZC,1.0551144654309403,31.85,87.47,Free-living,Saline,Sediment (saline)
1883.2011.365.Crump.Artic.LTREB.main.lane4.NoIndex,1.21417666764048,68.60853333,-149.587633,Free-living,Non-saline,Surface (non-saline)
678.seasonal.insitu.sample.587,1.1787850965391382,50.338,-4.148,Free-living,Saline,Sediment (saline)
1696.VH0036B,1.015138308118953,1.404,103.791,Host-associated,Animal,Animal distal gut
1235.sp1299,1.0260872837002586,78.933,11.883,Free-living,Saline,Water (saline)
2229.S1.N2.6.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0650601561041806,-35.859,150.1811,Host-associated,Plant,Plant surface
940.CR.25.Ventral,0.9984308470683844,39.1,-108.36,Host-associated,Animal,Animal surface
1642.MS00561,0.8276843975467176,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1721.R17B,1.1058933314892856,-28.833,153.417,Free-living,Non-saline,Soil (non-saline)
1453.45187SDZ5.B6.Tfran.feces,0.4738639078632217,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1713.McG.L2M210,1.1664418740284457,4.1865,114.017,Free-living,Non-saline,Soil (non-saline)
678.OA.mesocosm.398,0.9898177025264612,50.338,-4.148,Free-living,Saline,Sediment (saline)
1288.NSBE02Aug09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,1.0204840873745222,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
945.P12.E7.lane5.NoIndex.L005,0.9176851627169792,53.333,13.467,Free-living,Non-saline,Water (non-saline)
2182.CPZX24A,1.052216575486583,40.417,-86.875,Host-associated,Animal,Animal distal gut
804.073105.bio1slurpA1.2109.3.1,0.9305106693746346,30.125314,-42.118869,Free-living,Saline,Surface (saline)
2192.H04a.Dog.Nose.1968.lane6.NoIndex.L006,0.9928315112785704,41.88,-87.63,Host-associated,Animal,Animal secretion
1773.Columb.passer4.crop,0.8456172741809009,11.035278,63.845556,Host-associated,Animal,Animal proximal gut
1622.UPMain.4.5,1.2707592634801916,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1642.MS00384,0.7199720341447374,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1521.Aphid44.s.7.1.sequences,1.0000501110795597,21.44,-158.0,Host-associated,Animal,Animal secretion
1774.2Nasal22.10.09,0.3917733735522095,-2.4153,-64.9144,Host-associated,Animal,Animal secretion
1883.2008.409.Crump.Artic.LTREB.main.lane2.NoIndex,1.3814136124824017,68.49592,-149.60205,Free-living,Non-saline,Sediment (non-saline)
1747.slasher.36.101112,0.9896121115472292,33.735,-84.374,Host-associated,Animal,Animal surface
805.pH.6.5.year.2006,1.1853148446786446,57.183,-2.85,Free-living,Non-saline,Soil (non-saline)
905.PLO6.t3.OSCANOX.0to1cm.1,1.012286984634515,58.322,11.534,Free-living,Saline,Sediment (saline)
1288.CBH16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,1.0054255454887442,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
1222.B2.5.13.06,1.029343583348592,60.27,5.22,Free-living,Saline,Water (saline)
678.T.RFLP.Sample.737,1.5657951764853075,50.338,-4.148,Free-living,Saline,Sediment (saline)
1521.Det.2.s.8.1.sequences,0.9004768896946412,42.42,-83.02,Free-living,Non-saline,Aerosol (non-saline)
1481.PO6.2.T8,1.171496850003366,40.63,14.55,Host-associated,Animal,Animal distal gut
755.SSFB.L3.D20.21.06.11.lane1.NoIndex.L001,1.033472513156986,55.905,-3.204,Free-living,Non-saline,Soil (non-saline)
2192.H01a.Hand.13.lane1.NoIndex.L001,1.0,41.88,-87.63,Host-associated,Animal,Animal surface
1481.PO4.7.T8,0.979320027109242,40.84,14.37,Host-associated,Animal,Animal distal gut
1774.271.Oral.Puer,0.9847113532268462,18.47,-66.11,Host-associated,Animal,Animal secretion
1642.MS00487,1.0885150345089392,35.117,138.937,Host-associated,Plant,Plant rhizosphere
1622.PP.71.72A,1.3018518772092105,42.30844,-71.3412,Free-living,Non-saline,Sediment (non-saline)
1578.A1.low.06to0.1,1.094508296585889,71.246,-156.417,Free-living,Non-saline,Soil (non-saline)
2192.H04a.Hand.1930.lane6.NoIndex.L006,0.9643795350852834,41.88,-87.63,Host-associated,Animal,Animal surface
2192.H05b.Front.Door.Knob.2453.lane2.NoIndex.L002,0.8742988120491293,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1043.Tabonuco.26C.Wood.TP1.03,1.5727479998557643,18.13,-66.93,Free-living,Non-saline,Soil (non-saline)
1774.282.Oral.Puer,0.998232695986352,18.47,-66.11,Host-associated,Animal,Animal secretion
1696.FTA.A.24b,1.1234763548498408,40.417,86.875,Host-associated,Animal,Animal distal gut
1694.St4F6.Pmoss.Jstar.16s.NoIndex.sequences,1.107699352656636,37.252803,-3.029153,Host-associated,Animal,Animal surface
940.W.01,0.9999516513593746,39.19,-108.28,Host-associated,Animal,Animal distal gut
1642.MS00458,1.2006482307765884,35.117,138.937,Host-associated,Plant,Plant rhizosphere
807.W.S.12.b,1.1336776074888733,45.322819,-106.51465,Free-living,Non-saline,Sediment (non-saline)
2229.W1.N3.5.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.0066920278588258,-31.717,152.7979,Host-associated,Plant,Plant surface
2192.H01a.Nose.156.lane6.NoIndex.L006,0.9977997522439408,41.88,-87.63,Host-associated,Animal,Animal secretion
1773.Zono.capensis2.ugi,1.1005904549122305,8.878333,70.491111,Host-associated,Animal,Animal proximal gut
940.CR.51.Fecal,1.040600197907184,39.1,-108.36,Host-associated,Animal,Animal distal gut
1696.CT0005.0A,1.017748352144591,27.57,108.5,Host-associated,Animal,Animal distal gut
1774.31Nasal23.10.09,1.0003712223495302,-2.4153,-64.9144,Host-associated,Animal,Animal secretion
2229.S2.N2.4.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.008899832760461,-35.8052,150.2273,Host-associated,Plant,Plant surface
1035.UQ11012,0.9916008237319894,-78.139,163.774,Free-living,Non-saline,Soil (non-saline)
1453.45796SDZ4.H2.Pnem.feces,0.5018027077812314,32.72,-117.16,Host-associated,Animal,Animal proximal gut
550.L4S158.s.4.sequence,0.9310810319039032,40.015,-105.271,Host-associated,Animal,Animal surface
804.LS11.72a,1.0055024605453582,44.597,8.7833,Free-living,Saline,Surface (saline)
1235.sp1545,1.0094000990861711,78.933,11.883,Free-living,Saline,Water (saline)
550.L2S383.s.2.sequence,0.915957183324187,40.015,-105.271,Host-associated,Animal,Animal surface
776.SC.C.T1B,0.9987161860624494,-62.05,-58.24,Free-living,Non-saline,Soil (non-saline)
925.SE5y,1.0,44.567,-110.863,Free-living,Non-saline,Surface (non-saline)
910.CuracaoCCA4C,1.3158316633266534,12.10975,-68.95636,Host-associated,Plant,Plant corpus
925.IM5z,1.6121960591284985,44.531,-110.875,Free-living,Non-saline,Surface (non-saline)
1621.E8866,0.9935031362225816,42.444,-76.502,Host-associated,Animal,Animal distal gut
805.pH.7.5.year.2007,1.174966227090582,57.183,-2.85,Free-living,Non-saline,Soil (non-saline)
1288.MAH16July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,1.0586752752055657,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
755.LSSF.ALPHA.D45.22.07.11.lane1.NoIndex.L001,1.1325678590691408,55.873,-4.284,Free-living,Non-saline,Soil (non-saline)
894.GV1659.lane5.NoIndex.L005,0.8880197618289085,-37.619704,144.901997,Host-associated,Animal,Animal distal gut
1696.VH0033A,1.002994614609373,1.404,103.791,Host-associated,Animal,Animal distal gut
1197.SE.20100926.GY.NF.012.BC.058.a,1.1393097707575823,28.757853,-88.344461,Free-living,Saline,Sediment (saline)
1883.2011.314.Crump.Artic.LTREB.main.lane4.NoIndex,0.9955042497902186,68.601493,-149.579071,Free-living,Non-saline,Water (non-saline)
1235.sp1158,1.068770135334147,78.933,11.883,Free-living,Saline,Water (saline)
1774.L543.Inte.Puer,1.0097329801387516,18.47,-66.11,Host-associated,Animal,Animal distal gut
1056.Ory.afe.Lond.1,1.0638437048135825,51.5,-0.167,Host-associated,Animal,Animal distal gut
2192.H01a.Bathroom.Door.Knob.222.lane2.NoIndex.L002,0.9203265706557372,41.88,-87.63,Free-living,Non-saline,Surface (non-saline)
1453.47548SDZ2.C8.Cang.stom,1.0351960499890287,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1883.2008.377.Crump.Artic.LTREB.main.lane2.NoIndex,1.0096444859057605,68.578931,-149.579989,Free-living,Non-saline,Water (non-saline)
1064.G.CV295,0.9999497383602418,18.22,-65.99,Host-associated,Animal,Animal corpus
1521.22.W.s.6.1.sequences,1.0298992044719004,40.01,-105.34,Free-living,Non-saline,Water (non-saline)
925.IG2x,1.7452169855342976,44.532,-110.876,Free-living,Non-saline,Surface (non-saline)
1521.Sample89.s.7.1.sequences,1.9882979404090744,19.9,-155.58,Host-associated,Animal,Animal secretion
550.L6S248.s.6.sequence,0.7360569700450875,40.015,-105.271,Host-associated,Animal,Animal secretion
1642.MS00522,0.8988926359011262,35.117,138.937,Host-associated,Plant,Plant rhizosphere
722.NP5.2.s.2.1.sequence,1.0059703356396812,33.607,-117.93,Free-living,Saline,Water (saline)
864.3.C.addG.noV.2010a.lane2.NoIndex,1.0142641355386888,51.024,100.772,Free-living,Non-saline,Soil (non-saline)
1222.B2.5.6.06,0.8661599950565714,60.27,5.22,Free-living,Saline,Water (saline)
678.seasonal.insitu.sample.548,1.0440256479487335,50.338,-4.148,Free-living,Saline,Sediment (saline)
2229.S1.T32.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,1.005743436279912,-41.8464,148.2786,Host-associated,Plant,Plant surface
933.T.3.3.H.E.4,1.0063121283036691,-43.136867,147.969883,Host-associated,Plant,Plant surface
2300.BB.2150.colon,0.6571760604299826,46.04625,-94.456,Host-associated,Animal,Animal distal gut
963.Iguana.44.060410.SUR.vial.223,1.0622849604907894,9.187,-79.843,Host-associated,Animal,Animal distal gut
1716.McG.PAPrS11,1.520268742850818,9.099057886,-79.86249892,Free-living,Non-saline,Soil (non-saline)
933.N.1.3.H.E.1,1.1016550717117906,-33.96665,151.257,Host-associated,Plant,Plant surface
1622.UPMain.92.93,0.5401576489646444,42.06,-71.37761,Free-living,Non-saline,Sediment (non-saline)
1713.McG.L2M1020,1.326928648319791,4.1865,114.017,Free-living,Non-saline,Soil (non-saline)
1242.ME26Jun09EB1R1,1.0037137142088854,43.107,-89.425,Free-living,Non-saline,Water (non-saline)
2382.HE003.C181.HA.3.762.rhizo.9.12.lane7.NoIndex.L007.sequences,1.0772492200498156,41.01036,-72.53056,Host-associated,Plant,Plant rhizosphere
1453.44923SDZ3.A7.Pnem.stom,0.2756630428440066,32.72,-117.16,Host-associated,Animal,Animal proximal gut
1621.L8810,0.9390539039379124,42.444,-76.502,Host-associated,Animal,Animal distal gut
1288.TBE24June08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,1.0623516306830856,37.09,-95.71,Free-living,Non-saline,Water (non-saline)
